OrderNumber,Sales Channel,OrderDate,DeliveryDate,DeliveryTime,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Unit Price,Unit Cost,Revenue,Gross Margin
SO - 0002162,In-Store,2019-01-23,2019-02-19,27,3,11,47,11,4,1179.2,837.232,4716.8,1367.[phone]
SO - 0002163,Online,2019-01-23,2019-02-10,18,14,5,180,6,7,5808.[phone],3485.34,31463.2,10571.54475
SO - 0002164,Distributor,2019-01-24,2019-02-23,30,20,25,87,30,4,3772.1,3093.122,15088.4,2715.[phone]
SO - 0002165,In-Store,2019-01-24,2019-02-12,19,8,25,64,19,1,3484.0,1532.96,3484.0,1951.04
SO - 0002166,Online,2019-01-24,2019-02-11,18,13,16,286,17,8,1051.9,420.[phone],8415.2,5049.[phone]
SO - 0002167,In-Store,2019-01-24,2019-02-10,17,5,1,335,8,1,207.[phone],116.[phone],247.9,91.[phone]
SO - 0002168,Online,2019-01-24,2019-02-07,14,16,14,38,18,3,1708.5,1195.[phone],5125.5,1537.[phone]
SO - 0002169,In-Store,2019-01-25,2019-02-26,32,8,30,161,32,2,1118.9,794.419,2237.8,648.[phone]
SO - 0002170,In-Store,2019-01-25,2019-02-04,10,3,44,241,10,4,1896.[phone],796.[phone],7584.[phone],4398.952
SO - 0002171,Distributor,2019-01-25,2019-02-25,31,24,6,191,36,4,2271.3,931.[phone],9085.2,5360.268
SO - 0002172,In-Store,2019-01-25,2019-02-23,29,4,1,303,18,4,5681.6,3749.856,22726.4,7726.[phone]
SO - 0002173,Wholesale,2019-01-25,2019-02-25,31,26,25,330,34,1,1065.3,607.[phone],1065.3,458.[phone]
SO - 0002174,In-Store,2019-01-25,2019-02-15,21,9,46,233,13,4,2579.5,2140.[phone],10318.0,1754.[phone]
SO - 0002175,Distributor,2019-01-26,2019-02-07,12,21,38,274,14,6,3879.3,2987.061,23275.[phone],5353.[phone]
SO - 0002176,Wholesale,2019-01-26,2019-01-31,5,26,44,333,42,6,2485.[phone],1242.[phone],14914.2,7457.1
SO - 0002177,Online,2019-01-26,2019-02-15,20,14,42,227,47,6,931.[phone],707.788,5587.8,1341.[phone]
SO - 0002178,In-Store,2019-01-26,2019-02-20,25,2,27,310,8,3,1112.2,856.394,3336.[phone],767.[phone]
SO - 0002179,Online,2019-01-26,2019-02-06,11,13,20,98,31,6,1058.[phone],465.[phone],6351.6,3556.896
SO - 0002180,In-Store,2019-01-26,2019-02-23,28,2,42,51,43,8,1018.4,824.904,8147.2,1547.[phone]
SO - 0002181,Online,2019-01-27,2019-02-05,9,12,33,284,42,3,1882.7,1091.966,5648.1,2372.[phone]
SO - 0002182,Online,2019-01-27,2019-02-12,16,13,12,22,39,7,1025.[phone],563.[phone],7175.[phone],3229.[phone]
SO - 0002183,In-Store,2019-01-27,2019-02-14,18,1,49,301,42,4,5882.6,3948.[phone],23530.4,6823.[phone]
SO - 0002184,Online,2019-01-27,2019-02-16,20,16,17,48,39,1,1125.[phone],866.[phone],1125.[phone],258.[phone]
SO - 0002185,Online,2019-01-27,2019-02-26,30,15,34,43,28,5,1165.8,920.982,5829.0,1224.[phone]
SO - 0002186,Online,2019-01-27,2019-02-03,7,19,41,127,36,8,5353.3,3533.[phone],31463.2,10571.54475
SO - 0002187,Wholesale,2019-01-27,2019-02-17,21,28,32,103,14,7,3979.8,1989.9,27858.[phone],10571.54475
SO - 0002188,Wholesale,2019-01-27,2019-02-17,21,26,13,21,16,6,194.3,126.[phone],1165.[phone],408.[phone]
SO - 0002189,In-Store,2019-01-27,2019-03-05,37,3,21,246,10,3,3852.5,2812.325,11557.5,3120.[phone]
SO - 0002190,Online,2019-01-27,2019-02-27,31,12,19,344,30,1,6083.6,2555.112,6083.6,3528.[phone]
SO - 0002191,Distributor,2019-01-27,2019-02-14,18,21,37,365,28,2,6190.8,2538.228,12381.6,7305.144
SO - 0002192,Wholesale,2019-01-28,2019-03-04,35,26,44,253,35,8,3852.5,2966.425,30820.0,7088.[phone]
SO - 0002193,Online,2019-01-28,2019-03-04,35,13,50,253,11,7,1735.3,850.[phone],12147.1,6195.[phone]
SO - 0002194,In-Store,2019-01-28,2019-02-27,30,4,27,143,8,3,2680.0,1098.8,8040.0,4743.6
SO - 0002195,In-Store,2019-01-28,2019-02-26,29,7,48,133,27,3,1675.0,686.75,5025.0,2964.75
SO - 0002196,Distributor,2019-01-28,2019-03-04,35,24,23,240,16,3,1681.7,908.118,5045.1,2320.746
SO - 0002197,Distributor,2019-01-28,2019-02-28,31,25,38,313,3,8,3892.[phone],2374.547,31141.[phone],10571.54475
SO - 0002198,Distributor,2019-01-28,2019-02-20,23,23,48,356,5,3,3979.8,1870.506,11939.[phone],6327.[phone]
SO - 0002199,Distributor,2019-01-28,2019-02-12,15,24,41,239,36,1,1152.4,507.[phone],1152.4,645.344
SO - 0002200,Online,2019-01-28,2019-02-01,4,15,38,348,6,1,3819.0,1565.79,3819.0,2253.21
SO - 0002201,In-Store,2019-01-28,2019-02-27,30,10,24,268,47,5,2385.[phone],1955.864,11926.[phone],2146.[phone]
SO - 0002202,Distributor,2019-01-28,2019-02-13,16,24,8,106,29,3,3879.3,2056.029,11637.[phone],5469.[phone]
SO - 0002203,Online,2019-01-28,2019-03-04,35,15,18,32,20,8,3819.0,2405.97,30552.0,10571.54475
SO - 0002204,In-Store,2019-01-28,2019-02-28,31,8,49,261,36,7,207.[phone],141.[phone],1453.9,465.[phone]
SO - 0002205,In-Store,2019-01-28,2019-02-23,26,1,33,175,18,4,1105.5,884.[phone],4422.0,884.[phone]
SO - 0002206,In-Store,2019-01-28,2019-02-10,13,12,25,73,41,3,174.[phone],109.[phone],522.6,193.[phone]
SO - 0002207,In-Store,2019-01-28,2019-02-26,29,6,5,65,44,1,1018.4,773.984,1018.4,244.[phone]
SO - 0002208,In-Store,2019-01-29,2019-02-28,30,11,43,86,38,8,2525.9,1161.914,20207.2,10571.54475
SO - 0002209,Online,2019-01-29,2019-02-12,14,20,3,287,40,7,3859.[phone],2354.112,27014.4,10535.[phone]
SO - 0002210,Distributor,2019-01-29,2019-02-14,16,22,20,341,38,1,2378.5,1522.24,2378.5,856.26
SO - 0002211,In-Store,2019-01-29,2019-02-17,19,10,11,107,7,3,2010.0,1386.[phone],6030.0,1869.[phone]
SO - 0002212,In-Store,2019-01-29,2019-02-17,19,12,6,80,6,2,3865.9,1585.019,7731.8,4561.[phone]
SO - 0002213,Online,2019-01-29,2019-02-08,10,13,30,31,9,3,1701.8,1242.[phone],5105.4,1378.458
SO - 0002214,In-Store,2019-01-29,2019-02-26,28,2,49,178,16,1,1889.4,944.7,1889.4,944.7
SO - 0002215,Wholesale,2019-01-29,2019-02-19,21,27,3,178,16,6,221.1,114.972,1326.6,636.[phone]
SO - 0002216,Online,2019-01-29,2019-02-12,14,13,4,115,27,3,984.9,492.45,2954.7,1477.35
SO - 0002217,Wholesale,2019-01-29,2019-02-23,25,26,21,7,1,1,1098.8,483.472,1098.8,615.328
SO - 0002218,In-Store,2019-01-30,2019-02-28,29,5,34,101,24,7,931.[phone],577.[phone],6519.1,2477.258
SO - 0002219,Online,2019-01-30,2019-03-01,30,18,41,214,3,1,5641.[phone],3948.[phone],5641.[phone],1184.[phone]
SO - 0002220,Distributor,2019-01-30,2019-02-27,28,21,28,316,2,1,1065.3,788.322,1065.3,276.[phone]
SO - 0002221,In-Store,2019-01-30,2019-02-14,15,8,7,42,4,5,1058.[phone],857.[phone],5293.[phone],1005.[phone]
SO - 0002222,Wholesale,2019-01-30,2019-02-28,29,27,19,7,9,6,1842.5,902.[phone],11055.0,5638.05
SO - 0002223,In-Store,2019-01-31,2019-02-21,21,2,21,183,22,7,2840.8,1619.[phone],19885.[phone],8550.[phone]
SO - 0002224,In-Store,2019-01-31,2019-03-07,35,10,48,338,25,4,3886.0,2020.72,15544.0,7461.12
SO - 0002225,Wholesale,2019-01-31,2019-02-14,14,26,26,279,28,6,1869.3,1084.194,11215.8,4710.[phone]
SO - 0002226,Distributor,2019-01-31,2019-03-03,31,21,30,320,44,7,1072.0,825.44,7504.0,1725.92
SO - 0002227,Online,2019-01-31,2019-02-28,28,16,41,304,42,4,1319.9,857.[phone],5279.6,1847.[phone]
SO - 0002228,Online,2019-01-31,2019-03-02,30,13,39,195,36,5,3832.4,1762.[phone],19162.0,10347.48
SO - 0002229,In-Store,2019-01-31,2019-02-25,25,7,14,145,37,5,2653.[phone],2069.496,13266.[phone],2918.[phone]
SO - 0002230,In-Store,2019-02-01,2019-03-10,37,2,4,302,42,1,1715.2,1149.[phone],1715.2,566.[phone]
SO - 0002231,Wholesale,2019-02-01,2019-02-14,13,26,22,242,22,6,3437.1,1615.437,20622.6,10571.54475
SO - 0002232,Online,2019-02-01,2019-02-11,10,16,4,84,35,1,3852.5,2581.175,3852.5,1271.[phone]
SO - 0002233,Online,2019-02-01,2019-02-23,22,16,6,355,46,5,1989.9,1552.122,9949.5,2188.[phone]
SO - 0002234,Online,2019-02-01,2019-03-04,31,14,23,124,17,3,1118.9,827.[phone],3356.[phone],872.[phone]
SO - 0002235,Distributor,2019-02-02,2019-02-12,10,21,40,243,15,2,1092.[phone],709.[phone],2184.[phone],764.47
SO - 0002236,In-Store,2019-02-02,2019-02-15,13,2,29,301,35,7,2405.3,1154.544,16837.[phone],8755.[phone]
SO - 0002237,Online,2019-02-02,2019-02-21,19,12,4,235,25,2,1038.5,446.555,2077.0,1183.[phone]
SO - 0002238,Wholesale,2019-02-02,2019-02-11,9,26,21,90,8,6,1031.8,546.854,6190.[phone],2909.[phone]
SO - 0002239,Online,2019-02-02,2019-02-24,22,18,29,154,32,5,2532.6,1443.[phone],12663.0,5445.09
SO - 0002240,In-Store,2019-02-03,2019-03-08,33,5,31,139,27,2,2552.[phone],1557.[phone],5105.[phone],1991.[phone]
SO - 0002241,In-Store,2019-02-03,2019-02-12,9,4,9,272,19,3,1802.3,829.058,5406.9,2919.[phone]
SO - 0002242,In-Store,2019-02-03,2019-03-01,26,1,40,321,28,7,1085.4,694.[phone],7597.[phone],2735.[phone]
SO - 0002243,Wholesale,2019-02-03,2019-03-01,26,26,35,363,24,4,3363.4,2354.38,13453.6,4036.08
SO - 0002244,Distributor,2019-02-03,2019-02-24,21,24,32,193,47,5,5701.7,2280.68,28508.5,10571.54475
SO - 0002245,Online,2019-02-03,2019-03-02,27,15,6,353,32,4,174.[phone],125.424,696.[phone],195.[phone]
SO - 0002246,Distributor,2019-02-03,2019-03-09,34,24,11,168,21,2,1065.3,671.139,2130.6,788.[phone]
SO - 0002247,Online,2019-02-03,2019-02-25,22,18,46,276,9,6,1105.5,928.62,6633.0,1061.[phone]
SO - 0002248,In-Store,2019-02-03,2019-02-24,21,7,40,348,19,5,167.5,108.875,837.5,293.125
SO - 0002249,Wholesale,2019-02-04,2019-02-23,19,26,24,300,22,7,3752.0,3001.[phone],26264.0,5252.[phone]
SO - 0002250,Wholesale,2019-02-04,2019-02-21,17,28,41,279,19,6,703.5,576.87,4221.0,759.[phone]
SO - 0002251,Online,2019-02-04,2019-02-26,22,13,19,174,27,4,1795.[phone],772.[phone],7182.[phone],4093.[phone]
SO - 0002252,In-Store,2019-02-04,2019-02-20,16,9,45,56,36,1,3899.4,2300.[phone],3899.4,1598.[phone]
SO - 0002253,Online,2019-02-04,2019-03-07,31,14,48,130,6,1,991.6,803.196,991.6,188.404
SO - 0002254,Online,2019-02-04,2019-02-27,23,16,13,357,25,1,2539.3,1193.471,2539.3,1345.[phone]
SO - 0002255,In-Store,2019-02-04,2019-02-24,20,8,34,236,12,1,1051.9,704.[phone],1051.9,347.[phone]
SO - 0002256,In-Store,2019-02-05,2019-03-05,28,12,24,178,41,3,911.2,501.[phone],2733.[phone],1230.[phone]
SO - 0002257,Online,2019-02-05,2019-02-28,23,18,2,30,25,3,3912.8,3325.88,11738.[phone],1760.[phone]
SO - 0002258,Distributor,2019-02-05,2019-03-06,29,23,48,312,7,5,998.[phone],708.793,4991.5,1447.[phone]
SO - 0002259,Distributor,2019-02-05,2019-02-14,9,21,2,17,3,6,1031.8,433.[phone],6190.[phone],3590.[phone]
SO - 0002260,Distributor,2019-02-05,2019-03-01,24,21,10,147,39,4,2753.[phone],1459.[phone],11014.[phone],5176.956
SO - 0002261,Wholesale,2019-02-05,2019-02-12,7,26,36,76,41,7,234.5,143.045,1641.5,640.[phone]
SO - 0002262,Online,2019-02-05,2019-02-24,19,20,35,42,42,2,1132.3,702.026,2264.6,860.548
SO - 0002263,In-Store,2019-02-05,2019-03-02,25,5,37,219,39,2,978.2,449.[phone],1956.4,1056.[phone]
SO - 0002264,In-Store,2019-02-05,2019-02-18,13,8,26,359,29,6,2619.[phone],1938.[phone],15718.2,4086.732
SO - 0002265,Wholesale,2019-02-05,2019-03-02,25,26,33,21,16,7,1078.7,528.563,7550.[phone],3850.[phone]
SO - 0002266,Wholesale,2019-02-05,2019-03-03,26,28,16,29,5,2,1829.[phone],804.[phone],3658.[phone],2048.592
SO - 0002267,Distributor,2019-02-06,2019-03-13,35,21,42,149,22,1,1038.5,508.865,1038.5,529.635
SO - 0002268,Online,2019-02-06,2019-03-08,30,19,31,249,9,5,3946.3,1894.224,19731.5,10260.[phone]
SO - 0002269,Online,2019-02-06,2019-03-13,35,18,24,295,23,1,5299.7,2596.853,5299.7,2702.[phone]
SO - 0002270,In-Store,2019-02-06,2019-03-05,27,8,37,202,15,6,2365.1,1442.711,14190.[phone],5534.[phone]
SO - 0002271,Distributor,2019-02-06,2019-02-16,10,23,6,47,5,3,268.0,120.[phone],804.0,442.2
SO - 0002272,Wholesale,2019-02-06,2019-02-18,12,27,22,136,28,8,1139.0,785.91,9112.0,2824.[phone]
SO - 0002273,Distributor,2019-02-06,2019-02-15,9,25,19,148,21,6,1139.0,751.74,6834.0,2323.[phone]
SO - 0002274,Online,2019-02-06,2019-02-27,21,18,13,352,7,2,247.9,148.74,495.8,198.32
SO - 0002275,Online,2019-02-06,2019-03-06,28,15,14,190,36,5,3926.[phone],1806.[phone],19631.0,10571.54475
SO - 0002276,Online,2019-02-06,2019-03-05,27,14,8,218,22,8,938.0,712.88,7504.0,1800.96
SO - 0002277,In-Store,2019-02-07,2019-03-06,27,5,44,297,31,6,3718.5,2417.025,22311.0,7808.[phone]
SO - 0002278,In-Store,2019-02-07,2019-02-24,17,6,50,281,17,4,2472.3,1335.[phone],9889.2,4549.032
SO - 0002279,Wholesale,2019-02-07,2019-03-05,26,26,21,100,45,5,5601.2,3080.[phone],28006.0,10571.54475
SO - 0002280,Online,2019-02-07,2019-02-20,13,16,39,24,33,3,3959.[phone],1861.059,11879.1,6295.[phone]
SO - 0002281,Online,2019-02-07,2019-02-20,13,18,1,155,34,5,1802.3,720.[phone],9011.5,5406.9
SO - 0002282,In-Store,2019-02-07,2019-03-01,22,3,39,30,7,3,2418.[phone],1596.[phone],7256.1,2467.[phone]
SO - 0002283,Distributor,2019-02-07,2019-02-14,7,21,37,40,41,6,1299.8,1065.836,7798.[phone],1403.[phone]
SO - 0002284,Distributor,2019-02-07,2019-02-26,19,21,4,169,20,6,1118.9,682.529,6713.[phone],2618.[phone]
SO - 0002285,In-Store,2019-02-07,2019-02-19,12,8,29,290,27,6,3932.9,1573.16,23597.4,10571.54475
SO - 0002286,Distributor,2019-02-07,2019-03-01,22,21,2,212,38,1,221.1,95.073,247.9,126.027
SO - 0002287,In-Store,2019-02-07,2019-03-10,31,4,24,30,22,2,187.6,93.8,375.2,187.6
SO - 0002288,Distributor,2019-02-08,2019-03-18,38,23,34,152,8,7,2244.5,1324.[phone],15711.5,6441.715
SO - 0002289,Online,2019-02-08,2019-03-10,30,18,35,206,41,7,2432.1,1799.754,17024.7,4426.[phone]
SO - 0002290,In-Store,2019-02-08,2019-02-25,17,7,7,225,22,5,6298.0,3337.94,31463.2,10571.54475
SO - 0002291,In-Store,2019-02-08,2019-02-21,13,3,3,63,6,8,2271.3,1476.[phone],18170.4,6359.[phone]
SO - 0002292,Distributor,2019-02-08,2019-03-12,32,23,25,292,20,8,3979.8,2785.86,31463.2,9551.52
SO - 0002293,In-Store,2019-02-08,2019-02-23,15,11,36,255,27,4,241.[phone],166.428,964.[phone],299.[phone]
SO - 0002294,In-Store,2019-02-08,2019-02-19,11,3,44,231,11,1,1098.8,439.52,1098.8,659.28
SO - 0002295,In-Store,2019-02-08,2019-02-21,13,12,34,43,18,7,2331.6,1468.908,16321.[phone],6038.[phone]
SO - 0002296,In-Store,2019-02-08,2019-02-19,11,10,18,81,9,5,2934.6,2406.372,14673.0,2641.[phone]
SO - 0002297,Online,2019-02-09,2019-03-10,29,12,12,332,44,4,1788.9,1377.[phone],7155.6,1645.[phone]
SO - 0002298,In-Store,2019-02-09,2019-02-17,8,5,13,293,23,7,3075.3,2583.252,21527.[phone],3444.[phone]
SO - 0002299,Distributor,2019-02-09,2019-02-16,7,24,45,173,42,2,2257.9,1422.477,4515.8,1670.846
SO - 0002300,In-Store,2019-02-09,2019-03-02,21,8,44,300,2,8,971.5,612.045,7772.0,2875.[phone]
SO - 0002301,In-Store,2019-02-09,2019-03-07,26,4,24,135,25,1,3705.1,2482.417,3705.1,1222.683
SO - 0002302,Distributor,2019-02-09,2019-03-12,31,25,25,330,23,6,241.[phone],110.[phone],1447.2,781.[phone]
SO - 0002303,Online,2019-02-09,2019-02-24,15,15,31,352,35,4,3953.0,2529.92,15812.0,5692.32
SO - 0002304,In-Store,2019-02-10,2019-03-08,26,10,30,90,13,5,844.2,337.[phone],4221.0,2532.[phone]
SO - 0002305,Wholesale,2019-02-10,2019-02-14,4,26,39,248,36,3,2633.1,1737.846,7899.[phone],2685.[phone]
SO - 0002306,Online,2019-02-10,2019-02-25,15,17,15,171,7,1,1701.8,1412.494,1701.8,289.[phone]
SO - 0002307,Online,2019-02-10,2019-03-04,22,12,17,12,44,4,167.5,89.311,670.0,355.1
SO - 0002308,Online,2019-02-10,2019-03-13,31,15,23,349,20,4,2378.5,1236.82,9514.0,4566.72
SO - 0002309,Wholesale,2019-02-10,2019-02-27,17,25,27,14,19,7,1078.7,733.[phone],7550.[phone],2416.[phone]
SO - 0002310,Online,2019-02-10,2019-02-21,11,14,17,67,9,1,2452.[phone],1888.[phone],2452.[phone],564.[phone]
SO - 0002311,Online,2019-02-10,2019-03-14,32,15,25,259,9,5,1922.9,1519.[phone],9614.5,2019.[phone]
SO - 0002312,In-Store,2019-02-10,2019-03-15,33,2,15,255,42,1,6224.3,3859.[phone],6224.3,2365.234
SO - 0002313,Wholesale,2019-02-11,2019-03-01,18,28,10,271,27,4,1876.0,994.[phone],7504.0,3526.[phone]
SO - 0002314,In-Store,2019-02-11,2019-03-04,21,10,4,190,17,5,6304.7,2774.[phone],31463.2,10571.54475
SO - 0002315,Distributor,2019-02-11,2019-03-03,20,21,17,236,45,4,964.[phone],569.232,3859.[phone],1582.[phone]
SO - 0002316,In-Store,2019-02-11,2019-03-01,18,7,43,116,43,2,3611.3,2780.701,7222.6,1661.[phone]
SO - 0002317,In-Store,2019-02-11,2019-02-19,8,5,31,306,36,3,1005.0,633.15,3015.0,1115.[phone]
SO - 0002318,Distributor,2019-02-11,2019-03-04,21,24,38,225,8,2,2793.9,1201.377,5587.8,3185.[phone]
SO - 0002319,In-Store,2019-02-11,2019-03-10,27,12,34,173,30,3,850.9,646.684,2552.7,612.[phone]
SO - 0002320,In-Store,2019-02-11,2019-03-13,30,5,44,272,40,5,2278.0,1913.52,11390.0,1822.[phone]
SO - 0002321,Wholesale,2019-02-11,2019-02-28,17,28,33,38,17,7,1092.[phone],655.[phone],7644.[phone],3057.88
SO - 0002322,Wholesale,2019-02-11,2019-03-06,23,27,33,159,26,4,6505.7,3578.135,26022.8,10571.54475
SO - 0002323,Distributor,2019-02-12,2019-02-16,4,24,13,134,7,5,1125.[phone],495.[phone],5628.[phone],3151.[phone]
SO - 0002324,Distributor,2019-02-12,2019-03-15,31,24,25,91,22,8,1165.8,559.584,9326.4,4849.728
SO - 0002325,In-Store,2019-02-12,2019-03-07,23,7,47,97,9,5,978.2,674.958,4891.0,1516.21
SO - 0002326,Online,2019-02-12,2019-02-28,16,19,31,54,4,8,3035.1,1578.252,24280.8,10571.54475
SO - 0002327,In-Store,2019-02-12,2019-03-10,26,11,7,322,31,4,214.4,167.232,857.6,188.[phone]
SO - 0002328,Online,2019-02-12,2019-03-12,28,12,44,365,40,3,1125.[phone],709.128,3376.8,1249.[phone]
SO - 0002329,In-Store,2019-02-12,2019-02-27,15,5,3,153,23,2,5567.7,3284.[phone],11135.4,4565.514
SO - 0002330,Wholesale,2019-02-12,2019-03-15,31,28,40,284,10,7,167.5,89.311,1172.5,680.[phone]
SO - 0002331,In-Store,2019-02-12,2019-03-14,30,10,18,6,30,1,1822.4,1111.664,1822.4,710.[phone]
SO - 0002332,Wholesale,2019-02-12,2019-03-12,28,28,6,284,9,2,5983.1,2632.[phone],11966.2,6701.072
SO - 0002333,Online,2019-02-12,2019-03-12,28,16,37,271,43,2,1802.3,1135.449,3604.6,1333.[phone]
SO - 0002334,In-Store,2019-02-12,2019-03-09,25,3,36,26,40,7,3939.6,2481.948,27577.2,10203.[phone]
SO - 0002335,Online,2019-02-13,2019-02-24,11,15,50,210,4,1,676.7,311.[phone],676.7,365.418
SO - 0002336,In-Store,2019-02-13,2019-02-20,7,3,20,11,2,7,3457.[phone],1452.[phone],24200.4,10571.54475
SO - 0002337,In-Store,2019-02-14,2019-03-10,24,9,29,170,6,5,5681.6,3948.[phone],28408.0,5113.[phone]
SO - 0002338,Distributor,2019-02-14,2019-03-13,27,22,23,248,12,3,254.6,178.22,763.8,229.14
SO - 0002339,Wholesale,2019-02-14,2019-03-13,27,25,14,253,2,6,3879.3,2831.889,23275.[phone],6284.466
SO - 0002340,In-Store,2019-02-14,2019-03-06,20,3,16,47,37,1,3289.[phone],1776.[phone],3289.[phone],1513.262
SO - 0002341,In-Store,2019-02-14,2019-02-25,11,7,38,19,10,7,227.8,104.[phone],1594.[phone],861.[phone]
SO - 0002342,In-Store,2019-02-14,2019-02-28,14,5,13,182,5,3,3685.0,1731.[phone],11055.0,5859.[phone]
SO - 0002343,In-Store,2019-02-14,2019-03-15,29,9,3,260,19,6,3832.4,1724.[phone],22994.4,10571.54475
SO - 0002344,In-Store,2019-02-14,2019-03-10,24,12,31,319,18,3,221.1,181.302,663.3,119.394
SO - 0002345,In-Store,2019-02-14,2019-03-18,32,3,9,247,37,8,1922.9,1172.969,15383.2,5999.448
SO - 0002346,Online,2019-02-14,2019-03-18,32,20,13,129,34,1,984.9,453.[phone],984.9,531.846
SO - 0002347,Distributor,2019-02-15,2019-03-08,21,22,27,87,41,3,1159.[phone],776.[phone],3477.3,1147.509
SO - 0002348,Wholesale,2019-02-15,2019-03-12,25,27,1,93,9,3,261.3,143.[phone],783.[phone],352.755
SO - 0002349,Online,2019-02-15,2019-03-16,29,20,38,326,44,8,1688.4,1181.[phone],13507.2,4052.[phone]
SO - 0002350,In-Store,2019-02-15,2019-03-22,35,9,23,318,37,6,884.4,486.42,5306.4,2387.[phone]
SO - 0002351,Distributor,2019-02-16,2019-03-17,29,25,11,172,14,6,797.[phone],621.[phone],4783.8,1052.[phone]
SO - 0002352,In-Store,2019-02-16,2019-03-09,21,5,17,181,13,1,1139.0,626.45,1139.0,512.55
SO - 0002353,Online,2019-02-16,2019-03-11,23,19,3,225,37,6,1822.4,1457.92,10934.[phone],2186.[phone]
SO - 0002354,Distributor,2019-02-16,2019-03-02,14,24,4,220,4,8,2278.0,1344.02,18224.0,7471.84
SO - 0002355,In-Store,2019-02-16,2019-02-25,9,10,3,285,6,5,167.5,120.6,837.5,234.5
SO - 0002356,Wholesale,2019-02-16,2019-03-11,23,28,47,105,41,6,683.4,512.55,4100.4,1025.1
SO - 0002357,Wholesale,2019-02-16,2019-03-04,16,28,3,119,1,8,1011.7,748.658,8093.6,2104.[phone]
SO - 0002358,Distributor,2019-02-16,2019-03-09,21,23,49,165,29,1,2479.0,1512.19,2479.0,966.81
SO - 0002359,Distributor,2019-02-16,2019-03-14,26,25,1,196,9,4,2726.9,1881.561,10907.6,3381.[phone]
SO - 0002360,In-Store,2019-02-17,2019-02-27,10,6,17,120,1,2,1118.9,906.[phone],2237.8,425.182
SO - 0002361,In-Store,2019-02-17,2019-02-28,11,4,11,183,38,1,1279.7,1010.[phone],1279.7,268.[phone]
SO - 0002362,In-Store,2019-02-17,2019-03-12,23,10,25,106,41,2,3919.5,3292.[phone],7839.0,1254.[phone]
SO - 0002363,Online,2019-02-17,2019-03-17,28,14,33,72,35,4,1855.9,835.[phone],7423.6,4082.98
SO - 0002364,Wholesale,2019-02-17,2019-03-11,22,27,7,26,25,2,1849.2,1423.884,3698.4,850.[phone]
SO - 0002365,In-Store,2019-02-17,2019-03-01,12,10,46,120,45,1,5272.[phone],2636.[phone],5272.[phone],2636.[phone]
SO - 0002366,In-Store,2019-02-17,2019-03-01,12,11,21,311,25,5,194.3,141.839,971.5,262.[phone]
SO - 0002367,Online,2019-02-17,2019-03-07,18,19,9,227,33,5,1038.5,643.87,5192.5,1973.15
SO - 0002368,Distributor,2019-02-17,2019-03-27,38,22,5,278,12,2,5279.6,2375.82,10559.2,5807.56
SO - 0002369,In-Store,2019-02-17,2019-03-13,24,2,45,247,15,8,3705.1,2111.[phone],29640.8,10571.54475
SO - 0002370,In-Store,2019-02-17,2019-02-28,11,3,13,318,6,5,194.3,101.[phone],971.5,466.[phone]
SO - 0002371,In-Store,2019-02-17,2019-03-11,22,6,27,237,7,1,1098.8,879.04,1098.8,219.76
SO - 0002372,In-Store,2019-02-17,2019-03-16,27,11,27,242,21,7,1762.[phone],1409.[phone],12334.7,2466.[phone]
SO - 0002373,Distributor,2019-02-17,2019-03-19,30,22,9,94,17,5,174.[phone],101.036,871.[phone],365.[phone]
SO - 0002374,Online,2019-02-17,2019-03-09,20,18,40,177,12,5,2525.9,1591.317,12629.5,4672.915
SO - 0002375,Wholesale,2019-02-18,2019-03-20,30,28,50,344,6,3,1876.0,1256.92,5628.0,1857.[phone]
SO - 0002376,In-Store,2019-02-18,2019-03-22,32,7,3,227,26,5,897.[phone],718.[phone],4489.0,897.[phone]
SO - 0002377,Wholesale,2019-02-18,2019-03-08,18,27,5,48,7,4,844.2,455.[phone],3376.8,1553.328
SO - 0002378,In-Store,2019-02-18,2019-03-20,30,1,42,318,41,7,3932.9,2202.[phone],27530.3,10571.54475
SO - 0002379,In-Store,2019-02-18,2019-03-07,17,3,39,15,31,1,3999.9,2519.937,3999.9,1479.[phone]
SO - 0002380,In-Store,2019-02-18,2019-03-10,20,1,17,293,4,3,964.[phone],820.08,2894.4,434.[phone]
SO - 0002381,In-Store,2019-02-18,2019-03-04,14,11,33,132,19,4,1976.5,1462.61,7906.0,2055.[phone]
SO - 0002382,Online,2019-02-19,2019-03-11,20,15,9,41,39,8,978.2,401.062,7825.6,4617.104
SO - 0002383,In-Store,2019-02-19,2019-03-11,20,10,50,268,46,3,3778.8,3023.[phone],11336.[phone],2267.[phone]
SO - 0002384,Online,2019-02-19,2019-03-25,34,13,17,258,42,1,1165.8,967.[phone],1165.8,198.[phone]
SO - 0002385,Distributor,2019-02-19,2019-03-01,10,21,4,367,44,8,1152.4,887.[phone],9219.2,2120.416
SO - 0002386,Distributor,2019-02-19,2019-03-13,22,23,46,143,33,8,1045.2,522.6,8361.6,4180.8
SO - 0002387,Distributor,2019-02-19,2019-03-20,29,23,44,208,5,3,6385.1,3767.209,19155.[phone],7853.[phone]
SO - 0002388,Online,2019-02-19,2019-02-28,9,12,31,162,25,1,2686.[phone],1423.[phone],2686.[phone],1262.749
